Nitrogen,Potassium,Phosphorous,Temparature,Humidity,Moisture,Crop Type,soil_type,fertilizer_name
37,3,0,36.49,74.83,63.59,Sugarcane,Red,28-28
6,2,15,30.11,48.12,54.43,Maize,Red,28-28
20,4,18,20.3,44.44,41.86,Pulses,Loamy,14-35-14
39,4,0,32.82,65.38,24.04,Ground Nuts,Red,28-28
10,0,14,32.87,59.11,59.71,Sugarcane,Clayey,Urea
15,9,17,30.81,51.96,35.61,Millets,Loamy,20-20
6,6,30,38.65,71.63,59.06,Tobacco,Sandy,20-20
18,2,32,32.86,68.29,37.77,Maize,Black,Urea
9,17,11,22.72,50.47,51.87,Sugarcane,Black,DAP
5,7,33,27.14,58.79,66.42,Tobacco,Sandy,DAP
43,0,3,32.33,74.41,49.11,Ground Nuts,Loamy,14-35-14
33,0,0,31.57,59.49,44.41,Wheat,Loamy,10-26-26
24,0,17,33.92,70.37,55.46,Cotton,Sandy,17-17-17
30,1,0,23.64,54.21,33.68,Barley,Clayey,Urea
8,10,26,26.46,60.34,48.97,Tobacco,Red,DAP
14,2,13,35.48,68.25,34.7,Wheat,Clayey,14-35-14
43,0,0,40.0,80.0,56.82,Tobacco,Red,10-26-26
7,0,11,29.3,44.76,52.52,Paddy,Red,17-17-17
10,11,15,31.85,56.67,68.54,Sugarcane,Sandy,10-26-26
9,4,17,37.34,56.16,66.28,Ground Nuts,Loamy,DAP
11,10,28,39.21,74.83,33.14,Wheat,Sandy,14-35-14
9,1,36,35.11,67.52,40.53,Paddy,Black,DAP
20,1,22,30.26,42.39,34.0,Wheat,Black,28-28
40,0,0,27.72,47.55,65.62,Wheat,Sandy,17-17-17
10,2,11,37.43,61.49,29.07,Pulses,Red,28-28
12,3,31,39.16,75.73,34.03,Sugarcane,Black,14-35-14
12,17,13,29.62,57.58,56.91,Pulses,Clayey,28-28
8,0,8,32.11,68.19,40.77,Paddy,Clayey,DAP
11,11,14,33.45,64.37,58.6,Millets,Loamy,14-35-14
36,0,0,32.97,58.85,60.26,Paddy,Black,20-20
8,1,42,34.98,59.82,34.18,Millets,Loamy,DAP
8,10,10,23.6,46.17,50.36,Cotton,Red,14-35-14
39,2,2,28.85,45.61,27.28,Millets,Clayey,DAP
37,3,0,24.76,45.87,45.72,Tobacco,Clayey,28-28
23,0,22,38.26,65.76,29.84,Pulses,Black,DAP
35,0,0,36.67,66.99,57.65,Pulses,Clayey,Urea
10,1,39,32.15,59.62,52.44,Wheat,Red,28-28
9,9,28,40.0,71.5,35.55,Tobacco,Loamy,10-26-26
9,4,42,31.55,52.46,20.0,Sugarcane,Sandy,17-17-17
25,3,20,25.85,47.66,44.43,Ground Nuts,Clayey,10-26-26
45,0,0,29.09,53.7,30.89,Sugarcane,Red,Urea
22,1,15,35.09,73.25,64.96,Paddy,Red,20-20
26,0,23,36.28,57.76,50.83,Pulses,Clayey,10-26-26
15,2,10,31.96,62.45,49.67,Tobacco,Sandy,Urea
22,0,22,36.03,68.01,34.95,Barley,Red,20-20
14,0,34,31.63,56.04,35.55,Oil seeds,Red,28-28
10,0,36,37.72,53.18,50.18,Millets,Red,Urea
12,13,11,34.19,58.06,70.0,Paddy,Loamy,10-26-26
19,0,22,24.85,44.22,44.43,Ground Nuts,Black,10-26-26
28,4,21,26.79,51.89,45.51,Maize,Sandy,14-35-14
7,8,31,28.9,48.82,25.28,Tobacco,Red,28-28
13,1,33,32.48,55.58,37.82,Oil seeds,Loamy,20-20
12,4,35,29.28,54.11,33.43,Sugarcane,Loamy,Urea
5,10,33,23.96,52.37,25.81,Maize,Sandy,DAP
33,0,4,36.64,64.68,42.16,Wheat,Black,Urea
34,0,1,26.37,60.29,50.88,Millets,Black,14-35-14
13,1,34,33.21,79.62,35.61,Barley,Loamy,Urea
9,0,38,34.78,55.26,29.66,Ground Nuts,Black,10-26-26
41,1,0,31.53,61.06,40.48,Ground Nuts,Black,28-28
11,2,45,26.71,49.27,30.54,Ground Nuts,Sandy,28-28
15,0,41,30.89,66.92,30.15,Oil seeds,Black,28-28
7,10,32,25.99,57.23,60.76,Ground Nuts,Sandy,20-20
10,0,39,35.33,63.38,24.82,Oil seeds,Sandy,17-17-17
17,0,36,32.14,67.16,57.06,Sugarcane,Clayey,10-26-26
11,0,32,26.59,52.74,51.85,Tobacco,Clayey,28-28
9,0,6,29.09,65.94,42.43,Paddy,Loamy,20-20
9,7,28,33.4,72.33,23.7,Tobacco,Red,10-26-26
27,0,28,24.53,59.27,42.34,Sugarcane,Clayey,28-28
7,0,9,37.56,61.34,62.16,Sugarcane,Black,10-26-26
12,1,30,24.83,54.28,62.54,Maize,Clayey,10-26-26
15,0,17,29.19,47.17,37.7,Ground Nuts,Black,20-20
20,0,28,35.36,66.71,31.57,Wheat,Sandy,Urea
13,4,34,32.94,58.58,52.48,Barley,Red,10-26-26
9,7,33,39.46,69.85,20.0,Sugarcane,Red,Urea
2,12,15,29.13,62.34,26.54,Wheat,Red,17-17-17
5,0,34,39.89,68.39,50.49,Paddy,Black,20-20
38,0,0,23.49,45.84,58.18,Wheat,Clayey,Urea
14,0,11,30.68,63.25,46.38,Paddy,Black,14-35-14
23,1,15,24.41,56.8,34.97,Cotton,Sandy,14-35-14
35,0,0,33.88,80.0,54.46,Oil seeds,Black,10-26-26
16,18,10,27.17,69.52,47.69,Maize,Sandy,17-17-17
12,0,31,35.51,72.18,36.2,Maize,Loamy,DAP
6,12,32,32.08,55.08,52.81,Ground Nuts,Red,DAP
38,0,0,35.09,72.5,46.73,Barley,Sandy,DAP
39,0,0,29.74,48.18,62.44,Tobacco,Black,14-35-14
3,12,27,28.54,63.37,52.98,Sugarcane,Clayey,17-17-17
9,0,14,33.65,60.55,62.52,Tobacco,Black,Urea
16,0,11,31.89,59.31,30.26,Millets,Red,28-28
20,3,20,27.42,62.06,43.64,Maize,Clayey,17-17-17
25,0,23,34.32,59.44,33.94,Cotton,Loamy,DAP
21,1,23,26.61,43.26,46.1,Cotton,Clayey,20-20
41,0,1,32.76,48.27,44.77,Millets,Clayey,10-26-26
9,0,34,29.58,56.08,67.27,Cotton,Red,10-26-26
11,19,13,35.14,58.65,43.04,Pulses,Sandy,14-35-14
16,0,39,29.99,52.36,48.22,Pulses,Black,17-17-17
12,3,26,24.71,53.0,33.7,Millets,Sandy,14-35-14
16,1,36,37.83,62.2,38.9,Sugarcane,Red,DAP
39,2,2,29.62,67.51,41.82,Wheat,Clayey,28-28
16,2,39,24.59,58.67,52.83,Cotton,Sandy,Urea
11,2,10,38.92,59.35,41.61,Cotton,Clayey,28-28
44,0,0,24.95,54.7,25.03,Wheat,Sandy,DAP
12,0,35,34.84,66.6,26.52,Ground Nuts,Red,17-17-17
8,13,11,24.75,49.42,45.06,Cotton,Clayey,20-20
9,9,15,34.76,66.83,47.24,Wheat,Clayey,DAP
3,5,30,34.36,59.48,61.29,Maize,Sandy,14-35-14
6,5,33,33.1,52.18,63.48,Wheat,Red,20-20
26,0,17,22.53,60.17,52.65,Pulses,Loamy,14-35-14
34,0,0,33.29,57.7,37.44,Millets,Black,Urea
10,0,38,26.95,62.85,63.53,Oil seeds,Clayey,Urea
14,1,16,28.76,54.72,37.74,Wheat,Red,DAP
10,18,12,26.27,49.13,21.16,Ground Nuts,Sandy,28-28
38,0,1,31.58,66.26,59.62,Paddy,Sandy,DAP
37,1,0,25.22,60.2,52.04,Tobacco,Clayey,14-35-14
8,19,20,33.11,71.83,57.15,Paddy,Loamy,17-17-17
10,0,6,29.94,62.39,35.14,Tobacco,Red,10-26-26
27,2,20,25.72,60.71,43.46,Wheat,Clayey,28-28
12,11,30,29.16,50.01,56.58,Maize,Clayey,14-35-14
8,0,17,40.0,74.03,39.34,Paddy,Loamy,10-26-26
37,3,0,27.65,55.35,34.36,Pulses,Black,14-35-14
4,4,28,29.72,71.91,52.5,Tobacco,Red,Urea
13,0,10,28.03,53.76,60.86,Wheat,Sandy,Urea
25,0,19,29.86,59.28,62.62,Maize,Sandy,20-20
38,1,0,32.86,62.77,31.22,Oil seeds,Red,10-26-26
15,4,39,23.9,44.45,32.53,Barley,Red,10-26-26
27,0,19,30.2,57.56,52.01,Wheat,Loamy,17-17-17
18,3,17,26.86,61.34,45.62,Oil seeds,Black,10-26-26
22,3,22,21.51,55.9,45.54,Maize,Clayey,28-28
10,0,40,28.78,66.87,49.42,Millets,Clayey,10-26-26
32,0,0,29.54,54.73,69.41,Pulses,Loamy,DAP
26,1,17,35.77,58.62,25.35,Oil seeds,Sandy,20-20
33,3,0,30.85,67.85,27.32,Ground Nuts,Loamy,20-20
11,0,42,35.66,68.89,32.88,Oil seeds,Red,20-20
3,18,17,30.37,61.22,43.8,Paddy,Loamy,Urea
16,3,9,26.62,66.89,62.01,Oil seeds,Red,Urea
13,0,36,33.88,72.42,32.65,Ground Nuts,Black,DAP
7,0,38,40.0,79.99,35.61,Sugarcane,Loamy,10-26-26
12,8,33,33.2,53.06,64.27,Sugarcane,Sandy,14-35-14
34,0,0,27.05,50.17,43.61,Millets,Loamy,14-35-14
37,2,0,25.34,51.56,38.67,Barley,Clayey,10-26-26
8,1,40,34.03,61.12,35.57,Cotton,Clayey,10-26-26
20,0,18,27.22,58.67,43.43,Tobacco,Red,14-35-14
42,3,1,24.41,53.52,66.7,Millets,Black,14-35-14
12,0,10,30.88,56.44,68.29,Maize,Sandy,20-20
13,0,37,26.62,58.03,23.34,Ground Nuts,Sandy,20-20
8,0,18,30.9,68.66,34.94,Wheat,Clayey,20-20
21,2,14,32.61,63.84,45.4,Sugarcane,Black,10-26-26
36,0,0,25.11,49.18,41.82,Paddy,Red,DAP
15,2,38,31.05,52.85,37.01,Sugarcane,Clayey,17-17-17
21,4,21,29.6,70.57,54.2,Sugarcane,Black,14-35-14
39,0,0,23.25,48.93,24.15,Oil seeds,Black,Urea
35,1,0,27.69,55.28,34.84,Ground Nuts,Clayey,10-26-26
25,3,16,23.33,59.29,45.53,Tobacco,Loamy,20-20
40,0,0,39.91,76.62,45.94,Millets,Red,20-20
10,8,26,27.11,66.09,67.85,Wheat,Black,20-20
12,11,26,27.18,59.42,53.2,Pulses,Clayey,Urea
34,0,0,30.72,62.41,35.53,Barley,Sandy,14-35-14
42,2,0,24.51,46.17,65.49,Sugarcane,Sandy,10-26-26
17,2,19,35.48,55.43,28.66,Millets,Red,10-26-26
16,0,26,33.63,71.51,43.87,Tobacco,Loamy,10-26-26
17,0,40,35.39,65.38,54.92,Paddy,Sandy,10-26-26
10,4,43,26.3,62.73,20.0,Millets,Black,10-26-26
38,1,0,25.98,51.85,70.0,Pulses,Black,Urea
12,9,23,28.26,50.41,34.56,Barley,Clayey,17-17-17
16,4,40,35.36,69.36,54.93,Oil seeds,Red,14-35-14
22,2,20,37.61,60.54,64.55,Maize,Loamy,28-28
33,0,0,30.21,59.88,47.25,Paddy,Loamy,Urea
34,2,2,35.04,69.99,33.2,Pulses,Black,17-17-17
4,8,25,30.78,66.91,63.26,Oil seeds,Loamy,20-20
12,0,9,30.9,52.93,43.05,Millets,Red,14-35-14
11,0,39,38.8,74.45,38.5,Ground Nuts,Red,20-20
39,0,0,29.07,73.52,52.71,Millets,Loamy,28-28
18,2,19,29.8,52.93,39.95,Sugarcane,Black,DAP
39,0,1,33.53,68.45,31.56,Sugarcane,Red,17-17-17
42,4,0,35.43,73.21,53.28,Wheat,Loamy,10-26-26
31,4,0,21.05,45.03,70.0,Cotton,Red,20-20
39,2,4,27.48,47.09,27.89,Cotton,Black,Urea
12,11,34,29.54,60.61,54.07,Sugarcane,Loamy,DAP
23,0,23,38.11,69.4,54.47,Wheat,Black,14-35-14
24,4,22,28.55,50.92,36.81,Oil seeds,Sandy,17-17-17
12,8,11,35.38,55.86,42.48,Pulses,Sandy,17-17-17
12,14,11,34.35,56.75,61.79,Tobacco,Black,28-28
5,2,16,27.07,54.74,36.04,Tobacco,Red,Urea
9,3,29,40.0,75.03,42.43,Pulses,Black,17-17-17
13,17,11,26.28,48.37,65.31,Millets,Black,10-26-26
34,0,0,36.48,63.87,20.37,Sugarcane,Sandy,Urea
11,2,11,36.73,56.57,49.51,Millets,Red,10-26-26
11,1,41,36.22,63.83,37.08,Tobacco,Red,17-17-17
20,0,19,32.23,54.15,54.33,Sugarcane,Red,DAP
35,1,0,40.0,74.84,47.75,Cotton,Sandy,14-35-14
37,0,0,32.17,63.37,31.63,Ground Nuts,Red,20-20
36,0,0,29.44,50.92,34.24,Barley,Loamy,20-20
10,3,14,25.42,52.97,21.71,Paddy,Red,17-17-17
7,1,8,29.19,61.81,48.68,Sugarcane,Clayey,17-17-17
8,2,5,27.44,54.73,62.9,Maize,Clayey,28-28
9,3,41,25.08,66.46,20.54,Millets,Clayey,28-28
13,0,34,32.32,58.02,68.23,Sugarcane,Sandy,10-26-26
12,14,18,28.86,61.44,55.03,Sugarcane,Clayey,20-20
39,0,0,36.97,72.6,43.87,Ground Nuts,Sandy,14-35-14
24,1,26,29.5,69.16,41.62,Cotton,Loamy,28-28
7,10,30,31.36,52.48,65.81,Cotton,Loamy,17-17-17
11,0,16,22.06,56.16,61.45,Tobacco,Red,14-35-14
8,2,39,33.36,62.22,24.56,Millets,Sandy,10-26-26
13,0,17,28.16,53.4,40.78,Millets,Sandy,20-20
13,0,41,36.49,75.76,26.28,Wheat,Black,Urea
12,0,8,37.5,64.03,58.94,Oil seeds,Loamy,17-17-17
14,3,38,37.31,66.86,70.0,Tobacco,Red,28-28
5,8,26,25.35,50.13,25.76,Maize,Red,10-26-26
8,0,11,28.71,64.1,44.78,Maize,Loamy,14-35-14
13,14,16,31.77,65.53,40.43,Cotton,Black,28-28
19,0,25,30.79,63.59,37.55,Millets,Clayey,20-20
38,2,3,26.02,48.46,37.47,Ground Nuts,Loamy,28-28
24,2,16,29.34,72.39,39.94,Cotton,Red,17-17-17
6,0,36,36.2,58.84,44.43,Millets,Clayey,10-26-26
24,0,28,35.97,56.08,39.97,Sugarcane,Black,14-35-14
20,0,23,21.93,47.19,41.85,Oil seeds,Loamy,20-20
12,2,40,36.44,69.49,70.0,Ground Nuts,Loamy,20-20
14,0,36,28.5,65.5,63.01,Oil seeds,Loamy,Urea
4,14,15,28.75,45.15,32.3,Sugarcane,Clayey,20-20
12,1,42,31.11,63.86,68.38,Paddy,Loamy,14-35-14
10,2,43,26.43,45.04,30.14,Sugarcane,Black,DAP
35,0,0,29.0,73.39,38.46,Wheat,Clayey,Urea
10,0,37,37.55,62.6,24.11,Paddy,Sandy,10-26-26
33,0,0,26.18,47.19,39.82,Barley,Loamy,DAP
11,12,26,33.14,68.2,49.7,Paddy,Clayey,17-17-17
6,14,10,27.37,46.45,46.45,Cotton,Clayey,DAP
1,4,24,30.82,56.86,48.67,Pulses,Black,14-35-14
43,3,0,31.92,67.01,48.12,Ground Nuts,Red,28-28
13,5,30,33.98,51.19,32.23,Sugarcane,Red,Urea
31,0,0,30.01,57.83,61.88,Tobacco,Red,DAP
6,6,32,28.65,49.45,27.65,Ground Nuts,Loamy,17-17-17
35,0,4,23.43,46.91,62.82,Pulses,Red,Urea
8,15,19,35.77,60.14,36.61,Maize,Black,10-26-26
15,14,16,38.55,58.08,53.88,Paddy,Loamy,17-17-17
7,0,32,26.71,42.66,48.03,Millets,Black,28-28
13,4,37,31.59,69.57,52.01,Tobacco,Black,28-28
9,15,11,29.49,67.11,63.28,Oil seeds,Black,28-28
26,2,18,32.29,56.56,63.14,Barley,Loamy,10-26-26
9,10,30,25.89,52.78,32.13,Oil seeds,Loamy,10-26-26
27,2,18,22.39,59.45,42.31,Pulses,Red,10-26-26
11,0,12,24.48,64.32,40.94,Ground Nuts,Clayey,17-17-17
40,0,0,30.09,52.45,34.93,Barley,Black,20-20
21,0,24,30.67,44.15,46.13,Maize,Loamy,28-28
7,7,29,29.46,64.44,26.19,Tobacco,Clayey,28-28
3,9,30,34.69,71.9,21.7,Cotton,Loamy,Urea
9,11,34,24.97,59.67,27.05,Paddy,Red,Urea
40,0,1,24.87,56.1,31.14,Cotton,Sandy,10-26-26
7,4,43,33.86,62.68,37.06,Paddy,Loamy,10-26-26
10,5,24,33.35,53.25,64.49,Millets,Sandy,28-28
5,10,32,27.73,53.14,25.75,Sugarcane,Clayey,28-28
25,0,22,37.09,56.19,40.03,Paddy,Loamy,Urea
38,1,1,26.19,61.82,26.83,Ground Nuts,Sandy,DAP
15,0,37,24.93,67.58,47.18,Millets,Red,20-20
11,2,39,33.39,71.79,31.6,Wheat,Black,28-28
11,8,27,32.93,56.53,28.8,Maize,Clayey,17-17-17
13,0,4,28.87,42.05,50.69,Oil seeds,Clayey,14-35-14
20,3,27,36.94,53.17,24.98,Paddy,Sandy,20-20
6,10,11,26.55,70.7,64.77,Cotton,Loamy,DAP
18,9,14,26.48,49.62,32.7,Oil seeds,Sandy,20-20
36,2,0,35.14,69.23,39.79,Ground Nuts,Sandy,17-17-17
18,0,10,30.29,55.55,44.77,Wheat,Red,20-20
7,0,7,21.54,43.75,56.74,Wheat,Clayey,10-26-26
17,0,20,26.69,61.8,55.35,Paddy,Sandy,14-35-14
8,7,25,37.94,60.1,56.48,Maize,Loamy,17-17-17
10,3,10,20.53,53.88,68.8,Tobacco,Red,14-35-14
5,4,14,30.62,46.34,61.19,Barley,Black,28-28
7,22,14,24.14,45.84,44.84,Sugarcane,Black,20-20
38,0,0,21.95,59.83,69.07,Wheat,Sandy,DAP
20,0,19,34.26,69.87,24.2,Tobacco,Red,14-35-14
14,0,38,24.98,67.9,70.0,Wheat,Loamy,10-26-26
25,0,20,23.0,55.77,37.58,Sugarcane,Clayey,17-17-17
11,16,15,30.49,59.19,51.04,Cotton,Red,20-20
6,0,34,31.65,69.41,33.59,Millets,Sandy,20-20
36,0,3,30.68,61.61,38.4,Paddy,Loamy,14-35-14
16,0,13,22.27,53.67,28.01,Pulses,Black,10-26-26
16,3,10,30.65,59.18,52.5,Paddy,Clayey,20-20
14,0,40,27.86,59.92,36.56,Oil seeds,Loamy,20-20
28,0,20,31.58,55.46,70.0,Wheat,Red,DAP
6,16,21,26.73,56.88,29.16,Maize,Red,14-35-14
8,0,6,27.32,69.77,41.0,Barley,Loamy,10-26-26
36,0,2,31.49,69.94,50.94,Paddy,Black,14-35-14
11,1,38,39.76,50.39,44.02,Wheat,Red,17-17-17
11,5,32,28.09,68.54,27.88,Maize,Red,10-26-26
9,10,29,33.22,67.49,46.8,Pulses,Clayey,28-28
35,0,2,33.09,77.6,43.37,Maize,Clayey,Urea
11,10,13,27.89,49.02,36.06,Millets,Black,DAP
20,4,26,31.17,69.37,43.42,Sugarcane,Sandy,20-20
6,0,9,31.53,56.66,34.79,Ground Nuts,Clayey,10-26-26
6,4,34,36.4,62.17,27.49,Ground Nuts,Loamy,20-20
13,4,40,35.25,53.22,40.74,Pulses,Sandy,DAP
36,0,0,29.6,51.91,43.03,Sugarcane,Sandy,10-26-26
6,7,25,31.32,65.36,47.86,Sugarcane,Black,28-28
25,3,21,32.98,67.67,45.92,Barley,Loamy,14-35-14
3,0,14,28.48,49.43,44.67,Barley,Sandy,17-17-17
13,0,39,38.56,74.3,55.08,Oil seeds,Black,Urea
8,3,29,28.02,48.84,51.42,Wheat,Sandy,28-28
7,21,24,37.73,70.55,52.64,Paddy,Black,17-17-17
21,0,19,27.7,62.14,37.45,Wheat,Sandy,10-26-26
35,0,0,28.26,59.17,33.07,Pulses,Red,28-28
21,0,23,23.32,60.72,41.52,Sugarcane,Loamy,Urea
17,0,21,23.39,59.59,32.49,Millets,Red,17-17-17
16,19,9,31.91,64.57,48.22,Sugarcane,Sandy,28-28
25,0,21,29.26,60.97,49.42,Cotton,Red,14-35-14
8,7,25,26.27,51.6,34.24,Wheat,Sandy,10-26-26
26,0,16,32.53,56.56,54.29,Pulses,Clayey,20-20
6,10,31,25.72,53.66,21.91,Barley,Red,28-28
6,15,23,28.01,42.25,31.47,Maize,Black,DAP
40,2,0,34.74,68.72,29.09,Tobacco,Loamy,DAP
4,0,12,22.55,43.39,55.77,Millets,Sandy,Urea
35,4,0,34.51,66.37,51.86,Paddy,Black,28-28
8,18,8,38.69,71.21,50.84,Wheat,Loamy,Urea
22,0,13,30.33,52.42,35.68,Wheat,Sandy,DAP
8,11,18,28.97,59.55,36.01,Wheat,Sandy,17-17-17
39,0,2,35.45,70.4,26.6,Maize,Loamy,DAP
10,16,23,31.27,70.01,49.6,Sugarcane,Red,10-26-26
7,9,31,23.79,63.74,20.0,Wheat,Red,17-17-17
9,4,17,31.04,45.07,31.17,Millets,Clayey,28-28
16,12,14,28.78,47.92,40.88,Pulses,Clayey,28-28
17,3,37,35.87,54.52,43.39,Pulses,Loamy,Urea
11,18,15,29.98,45.13,41.6,Tobacco,Loamy,10-26-26
28,0,18,31.61,65.58,41.29,Oil seeds,Loamy,14-35-14
37,0,0,36.29,68.59,62.11,Pulses,Sandy,14-35-14
41,4,0,31.74,64.98,31.38,Paddy,Loamy,10-26-26
38,4,0,24.78,60.16,32.61,Maize,Sandy,DAP
15,0,13,32.21,54.41,61.25,Maize,Clayey,28-28
10,10,30,39.02,65.96,31.19,Cotton,Sandy,DAP
38,2,0,27.01,57.18,41.37,Barley,Clayey,28-28
37,2,3,25.91,59.25,20.86,Ground Nuts,Clayey,20-20
40,3,4,29.51,57.2,41.79,Cotton,Loamy,17-17-17
9,9,33,26.13,52.53,60.62,Maize,Sandy,DAP
26,0,26,30.54,60.14,32.76,Sugarcane,Clayey,14-35-14
23,0,22,31.78,66.16,38.27,Maize,Clayey,20-20
24,0,19,22.1,52.62,42.41,Paddy,Black,17-17-17
8,0,5,28.89,52.69,65.95,Pulses,Clayey,14-35-14
7,19,11,23.98,55.96,30.85,Wheat,Red,Urea
44,0,0,35.61,66.92,54.5,Sugarcane,Clayey,DAP
7,19,17,30.52,54.37,41.46,Cotton,Loamy,DAP
13,8,28,31.74,53.09,66.97,Cotton,Sandy,Urea
11,0,42,29.78,73.97,57.26,Paddy,Sandy,Urea
40,0,3,32.94,74.58,61.13,Paddy,Clayey,10-26-26
17,2,37,38.5,58.84,52.22,Cotton,Black,14-35-14
14,0,44,40.0,77.51,44.13,Paddy,Black,17-17-17
2,6,33,31.51,69.17,49.11,Sugarcane,Red,17-17-17
11,0,43,31.94,71.92,36.07,Maize,Black,17-17-17
12,4,38,36.44,61.1,60.46,Millets,Red,14-35-14
46,3,4,31.24,49.93,37.99,Maize,Black,17-17-17
7,9,28,37.02,71.06,58.82,Oil seeds,Sandy,20-20
43,2,0,37.22,61.58,47.35,Ground Nuts,Loamy,14-35-14
7,21,18,32.45,68.21,21.16,Ground Nuts,Sandy,Urea
12,0,12,38.94,73.94,64.07,Maize,Red,17-17-17
13,9,22,32.45,52.61,41.79,Sugarcane,Loamy,28-28
40,0,0,27.9,61.55,43.02,Tobacco,Loamy,28-28
26,0,17,32.41,66.99,33.52,Barley,Red,20-20
13,9,12,37.99,74.34,48.62,Wheat,Clayey,10-26-26
10,14,17,25.88,57.09,44.64,Cotton,Clayey,17-17-17
42,2,0,30.87,56.76,45.95,Oil seeds,Sandy,10-26-26
36,4,0,28.55,43.74,27.1,Barley,Clayey,20-20
6,17,11,31.83,58.92,38.28,Pulses,Clayey,Urea
21,1,21,25.38,60.27,32.65,Tobacco,Black,10-26-26
13,0,39,33.48,78.42,32.25,Paddy,Clayey,Urea
8,2,10,30.79,61.19,66.13,Oil seeds,Loamy,17-17-17
42,0,0,38.37,71.47,41.35,Paddy,Red,20-20
37,0,1,38.52,65.09,55.29,Sugarcane,Black,17-17-17
36,0,0,32.42,57.29,59.35,Maize,Red,10-26-26
10,0,38,33.54,62.45,27.73,Maize,Black,17-17-17
21,0,26,22.94,55.21,33.2,Sugarcane,Black,DAP
36,0,4,34.64,54.07,30.24,Ground Nuts,Red,20-20
10,1,12,27.18,54.31,58.77,Oil seeds,Black,14-35-14
42,4,0,36.75,74.17,53.07,Millets,Black,28-28
16,0,39,25.18,55.87,41.76,Pulses,Sandy,10-26-26
15,3,41,35.59,76.91,52.53,Millets,Clayey,17-17-17
26,3,27,28.46,53.05,34.92,Pulses,Red,10-26-26
38,0,4,23.72,61.19,42.73,Pulses,Red,DAP
10,0,40,38.08,63.07,27.4,Cotton,Black,20-20
25,0,23,32.68,69.24,30.61,Ground Nuts,Loamy,DAP
9,22,11,27.23,45.13,46.5,Millets,Red,14-35-14
41,0,0,25.56,62.96,24.11,Tobacco,Clayey,17-17-17
14,0,3,23.23,56.75,26.54,Wheat,Clayey,DAP
4,10,32,32.08,56.04,57.99,Sugarcane,Sandy,14-35-14
8,5,26,33.03,57.81,20.71,Tobacco,Black,10-26-26
6,6,34,28.27,61.15,25.82,Oil seeds,Sandy,17-17-17
17,2,39,25.2,60.8,40.83,Cotton,Black,28-28
34,1,2,32.37,57.03,65.34,Paddy,Loamy,28-28
21,0,23,32.77,65.31,56.5,Sugarcane,Loamy,10-26-26
8,0,39,27.51,61.14,61.53,Pulses,Loamy,10-26-26
5,9,27,36.35,64.04,65.28,Barley,Black,Urea
25,0,18,20.36,57.7,38.39,Ground Nuts,Red,DAP
7,15,18,33.04,52.2,21.85,Millets,Clayey,10-26-26
3,6,26,35.94,62.93,28.98,Barley,Red,DAP
37,0,0,25.69,61.45,23.95,Tobacco,Black,28-28
36,2,4,27.55,59.01,28.77,Ground Nuts,Loamy,20-20
12,2,38,38.84,74.14,70.0,Ground Nuts,Loamy,20-20
11,2,10,32.3,62.68,41.53,Sugarcane,Clayey,10-26-26
35,3,0,34.98,76.76,43.81,Barley,Loamy,DAP
12,1,35,25.16,56.14,61.08,Pulses,Red,10-26-26
7,14,14,38.09,65.45,47.28,Barley,Loamy,17-17-17
18,0,15,37.0,70.38,34.26,Pulses,Loamy,Urea
41,4,0,32.35,63.44,24.13,Cotton,Red,14-35-14
24,0,22,32.28,67.55,49.48,Pulses,Red,28-28
25,0,24,34.57,53.65,30.56,Ground Nuts,Sandy,20-20
8,9,25,32.83,60.9,30.93,Cotton,Loamy,14-35-14
12,0,7,31.17,67.47,56.61,Tobacco,Loamy,DAP
20,0,16,35.93,63.52,47.76,Wheat,Clayey,Urea
11,15,10,35.88,65.43,51.08,Oil seeds,Clayey,Urea
40,0,4,23.9,50.65,40.95,Ground Nuts,Red,17-17-17
25,2,20,32.3,58.56,36.13,Millets,Sandy,20-20
6,16,17,29.21,68.29,33.86,Pulses,Black,14-35-14
8,0,32,34.78,74.96,23.1,Oil seeds,Black,28-28
39,0,0,33.65,59.37,58.73,Oil seeds,Sandy,Urea
13,1,14,28.58,62.64,30.24,Cotton,Sandy,Urea
8,0,6,30.6,46.79,28.45,Maize,Red,14-35-14
12,3,31,31.13,61.96,56.93,Pulses,Clayey,17-17-17
12,4,16,35.66,64.66,38.16,Pulses,Loamy,10-26-26
40,0,0,38.02,73.39,34.53,Barley,Black,17-17-17
9,11,17,26.7,42.56,25.82,Tobacco,Red,Urea
9,0,12,30.06,56.63,49.63,Ground Nuts,Clayey,10-26-26
44,0,0,32.38,67.07,45.41,Cotton,Clayey,14-35-14
24,0,19,30.11,55.41,33.96,Millets,Loamy,28-28
8,0,14,40.0,66.23,24.12,Paddy,Black,20-20
23,4,18,28.18,56.88,55.26,Cotton,Red,14-35-14
10,0,32,28.93,52.02,34.13,Cotton,Black,Urea
7,10,25,32.94,60.02,33.0,Ground Nuts,Black,DAP
1,10,28,30.05,71.84,55.66,Millets,Black,17-17-17
10,0,12,30.5,66.54,39.44,Tobacco,Clayey,DAP
16,0,37,36.14,63.53,29.95,Ground Nuts,Red,20-20
15,0,42,29.07,58.16,32.93,Sugarcane,Clayey,Urea
38,1,2,34.84,63.19,45.19,Sugarcane,Red,10-26-26
37,4,0,34.61,67.29,36.72,Millets,Loamy,Urea
